laus_code,state_fips,county_fips,name,year,labor_force,employed,unemployment_level,unemployment_rate
CN4805100000000,48,51,"Burleson County, TX",2018,"8,223","7,928",295,3.6
CN4805300000000,48,53,"Burnet County, TX",2018,"23,033","22,373",660,2.9
CN4805500000000,48,55,"Caldwell County, TX",2018,"19,092","18,401",691,3.6
CN4805700000000,48,57,"Calhoun County, TX",2018,"11,213","10,749",464,4.1
CN4805900000000,48,59,"Callahan County, TX",2018,"6,023","5,821",202,3.4
CN4806100000000,48,61,"Cameron County, TX",2018,"166,001","155,766","10,235",6.2
CN4806300000000,48,63,"Camp County, TX",2018,"4,990","4,745",245,4.9
CN4806500000000,48,65,"Carson County, TX",2018,"3,040","2,954",86,2.8
CN4806700000000,48,67,"Cass County, TX",2018,"12,335","11,711",624,5.1
CN4806900000000,48,69,"Castro County, TX",2018,"3,525","3,424",101,2.9
CN4807100000000,48,71,"Chambers County, TX",2018,"19,157","18,121","1,036",5.4
CN4807300000000,48,73,"Cherokee County, TX",2018,"20,979","20,116",863,4.1
CN4807500000000,48,75,"Childress County, TX",2018,"2,950","2,875",75,2.5
CN4807700000000,48,77,"Clay County, TX",2018,"4,945","4,788",157,3.2
CN4807900000000,48,79,"Cochran County, TX",2018,"1,115","1,068",47,4.2
CN4808100000000,48,81,"Coke County, TX",2018,"1,454","1,405",49,3.4
CN4808300000000,48,83,"Coleman County, TX",2018,"2,960","2,842",118,4
CN4808500000000,48,85,"Collin County, TX",2018,"545,243","527,191","18,052",3.3
CN4808700000000,48,87,"Collingsworth County, TX",2018,"1,185","1,147",38,3.2
CN4808900000000,48,89,"Colorado County, TX",2018,"9,680","9,358",322,3.3
CN4809100000000,48,91,"Comal County, TX",2018,"70,132","67,878","2,254",3.2
CN4809300000000,48,93,"Comanche County, TX",2018,"5,385","5,189",196,3.6
CN4809500000000,48,95,"Concho County, TX",2018,"1,120","1,080",40,3.6
CN4809700000000,48,97,"Cooke County, TX",2018,"19,182","18,591",591,3.1
CN4809900000000,48,99,"Coryell County, TX",2018,"24,402","23,392","1,010",4.1
CN4810100000000,48,101,"Cottle County, TX",2018,529,506,23,4.3
CN4810300000000,48,103,"Crane County, TX",2018,"1,796","1,727",69,3.8
CN4810500000000,48,105,"Crockett County, TX",2018,"1,645","1,596",49,3
CN4810700000000,48,107,"Crosby County, TX",2018,"2,566","2,450",116,4.5
CN4810900000000,48,109,"Culberson County, TX",2018,979,948,31,3.2
CN4811100000000,48,111,"Dallam County, TX",2018,"4,075","3,992",83,2
CN4811300000000,48,113,"Dallas County, TX",2018,"1,359,225","1,308,543","50,682",3.7
CN4811500000000,48,115,"Dawson County, TX",2018,"4,590","4,392",198,4.3
CN4811700000000,48,117,"Deaf Smith County, TX",2018,"8,474","8,236",238,2.8
CN4811900000000,48,119,"Delta County, TX",2018,"2,460","2,376",84,3.4
CN4812100000000,48,121,"Denton County, TX",2018,"482,610","467,289","15,321",3.2
CN4812300000000,48,123,"DeWitt County, TX",2018,"9,784","9,476",308,3.1
CN4812500000000,48,125,"Dickens County, TX",2018,672,644,28,4.2
CN4812700000000,48,127,"Dimmit County, TX",2018,"7,414","7,190",224,3
CN4812900000000,48,129,"Donley County, TX",2018,"1,574","1,521",53,3.4
CN4813100000000,48,131,"Duval County, TX",2018,"5,049","4,782",267,5.3
CN4813300000000,48,133,"Eastland County, TX",2018,"8,724","8,430",294,3.4
CN4813500000000,48,135,"Ector County, TX",2018,"85,132","82,843","2,289",2.7
CN4813700000000,48,137,"Edwards County, TX",2018,892,867,25,2.8
CN4813900000000,48,139,"Ellis County, TX",2018,"89,935","86,971","2,964",3.3
CN4814100000000,48,141,"El Paso County, TX",2018,"359,136","343,915","15,221",4.2
CN4814300000000,48,143,"Erath County, TX",2018,"20,784","20,145",639,3.1
CN4814500000000,48,145,"Falls County, TX",2018,"6,668","6,411",257,3.9
CN4814700000000,48,147,"Fannin County, TX",2018,"16,471","15,967",504,3.1
CN4814900000000,48,149,"Fayette County, TX",2018,"12,606","12,250",356,2.8
CN4815100000000,48,151,"Fisher County, TX",2018,"1,666","1,611",55,3.3
CN4815300000000,48,153,"Floyd County, TX",2018,"2,693","2,552",141,5.2
CN4815500000000,48,155,"Foard County, TX",2018,577,560,17,2.9
CN4815700000000,48,157,"Fort Bend County, TX",2018,"382,102","366,922","15,180",4
CN4815900000000,48,159,"Franklin County, TX",2018,"4,579","4,390",189,4.1
CN4816100000000,48,161,"Freestone County, TX",2018,"6,573","6,189",384,5.8
CN4816300000000,48,163,"Frio County, TX",2018,"10,071","9,782",289,2.9
CN4816500000000,48,165,"Gaines County, TX",2018,"9,439","9,198",241,2.6
CN4816700000000,48,167,"Galveston County, TX",2018,"164,757","157,181","7,576",4.6
CN4816900000000,48,169,"Garza County, TX",2018,"2,133","2,070",63,3
CN4817100000000,48,171,"Gillespie County, TX",2018,"13,417","13,076",341,2.5
CN4817300000000,48,173,"Glasscock County, TX",2018,857,840,17,2
CN4817500000000,48,175,"Goliad County, TX",2018,"3,305","3,179",126,3.8
CN4817700000000,48,177,"Gonzales County, TX",2018,"9,552","9,262",290,3
CN4817900000000,48,179,"Gray County, TX",2018,"8,181","7,858",323,3.9
CN4818100000000,48,181,"Grayson County, TX",2018,"63,488","61,427","2,061",3.2
CN4818300000000,48,183,"Gregg County, TX",2018,"57,815","55,434","2,381",4.1
CN4818500000000,48,185,"Grimes County, TX",2018,"11,108","10,649",459,4.1
CN4818700000000,48,187,"Guadalupe County, TX",2018,"79,824","77,327","2,497",3.1
CN4818900000000,48,189,"Hale County, TX",2018,"12,540","11,936",604,4.8
CN4819100000000,48,191,"Hall County, TX",2018,"1,128","1,079",49,4.3
CN4819300000000,48,193,"Hamilton County, TX",2018,"3,648","3,527",121,3.3
CN4819500000000,48,195,"Hansford County, TX",2018,"2,879","2,812",67,2.3
CN4819700000000,48,197,"Hardeman County, TX",2018,"1,678","1,617",61,3.6
CN4819900000000,48,199,"Hardin County, TX",2018,"25,465","24,141","1,324",5.2
CN4820100000000,48,201,"Harris County, TX",2018,"2,304,397","2,203,924","100,473",4.4
CN4820300000000,48,203,"Harrison County, TX",2018,"30,028","28,720","1,308",4.4
CN4820500000000,48,205,"Hartley County, TX",2018,"2,890","2,837",53,1.8
CN4820700000000,48,207,"Haskell County, TX",2018,"2,356","2,266",90,3.8
CN4820900000000,48,209,"Hays County, TX",2018,"114,386","111,001","3,385",3
CN4821100000000,48,211,"Hemphill County, TX",2018,"2,285","2,237",48,2.1
CN4821300000000,48,213,"Henderson County, TX",2018,"36,389","35,025","1,364",3.7
CN4821500000000,48,215,"Hidalgo County, TX",2018,"348,672","325,791","22,881",6.6
CN4821700000000,48,217,"Hill County, TX",2018,"16,326","15,734",592,3.6
CN4821900000000,48,219,"Hockley County, TX",2018,"11,562","11,203",359,3.1
CN4822100000000,48,221,"Hood County, TX",2018,"26,510","25,526",984,3.7
CN4822300000000,48,223,"Hopkins County, TX",2018,"17,354","16,770",584,3.4
CN4822500000000,48,225,"Houston County, TX",2018,"10,162","9,782",380,3.7
CN4822700000000,48,227,"Howard County, TX",2018,"13,648","13,202",446,3.3
CN4822900000000,48,229,"Hudspeth County, TX",2018,"1,666","1,587",79,4.7
CN4823100000000,48,231,"Hunt County, TX",2018,"42,373","40,768","1,605",3.8
CN4823300000000,48,233,"Hutchinson County, TX",2018,"9,065","8,612",453,5
CN4823500000000,48,235,"Irion County, TX",2018,771,747,24,3.1
CN4823700000000,48,237,"Jack County, TX",2018,"4,444","4,333",111,2.5
CN4823900000000,48,239,"Jackson County, TX",2018,"7,412","7,169",243,3.3
CN4824100000000,48,241,"Jasper County, TX",2018,"13,377","12,513",864,6.5
CN4824300000000,48,243,"Jeff Davis County, TX",2018,"1,082","1,050",32,3
CN4824500000000,48,245,"Jefferson County, TX",2018,"108,181","101,322","6,859",6.3
CN4824700000000,48,247,"Jim Hogg County, TX",2018,"1,875","1,768",107,5.7
CN4824900000000,48,249,"Jim Wells County, TX",2018,"17,059","16,133",926,5.4
CN4825100000000,48,251,"Johnson County, TX",2018,"79,949","77,200","2,749",3.4
CN4825300000000,48,253,"Jones County, TX",2018,"5,721","5,447",274,4.8
CN4825500000000,48,255,"Karnes County, TX",2018,"6,845","6,652",193,2.8
CN4825700000000,48,257,"Kaufman County, TX",2018,"61,846","59,700","2,146",3.5
CN4825900000000,48,259,"Kendall County, TX",2018,"21,491","20,863",628,2.9
CN4826100000000,48,261,"Kenedy County, TX",2018,242,233,9,3.7
CN4826300000000,48,263,"Kent County, TX",2018,458,447,11,2.4
CN4826500000000,48,265,"Kerr County, TX",2018,"21,848","21,143",705,3.2
CN4826700000000,48,267,"Kimble County, TX",2018,"1,890","1,832",58,3.1
CN4826900000000,48,269,"King County, TX",2018,214,208,6,2.8
CN4827100000000,48,271,"Kinney County, TX",2018,"1,257","1,198",59,4.7
CN4827300000000,48,273,"Kleberg County, TX",2018,"13,333","12,671",662,5
CN4827500000000,48,275,"Knox County, TX",2018,"1,466","1,413",53,3.6
CN4827700000000,48,277,"Lamar County, TX",2018,"23,954","23,049",905,3.8
CN4827900000000,48,279,"Lamb County, TX",2018,"5,247","5,015",232,4.4
CN4828100000000,48,281,"Lampasas County, TX",2018,"9,243","8,900",343,3.7
CN4828300000000,48,283,"La Salle County, TX",2018,"4,599","4,487",112,2.4
CN4828500000000,48,285,"Lavaca County, TX",2018,"8,784","8,507",277,3.2
CN4828700000000,48,287,"Lee County, TX",2018,"9,425","9,132",293,3.1
CN4828900000000,48,289,"Leon County, TX",2018,"6,155","5,846",309,5
CN4829100000000,48,291,"Liberty County, TX",2018,"32,303","30,414","1,889",5.8
CN4829300000000,48,293,"Limestone County, TX",2018,"8,399","8,006",393,4.7
CN4829500000000,48,295,"Lipscomb County, TX",2018,"1,657","1,612",45,2.7
CN4829700000000,48,297,"Live Oak County, TX",2018,"5,233","5,036",197,3.8
CN4829900000000,48,299,"Llano County, TX",2018,"8,543","8,230",313,3.7
CN4830100000000,48,301,"Loving County, TX",2018,102,98,4,3.9
CN4830300000000,48,303,"Lubbock County, TX",2018,"157,225","152,414","4,811",3.1
CN4830500000000,48,305,"Lynn County, TX",2018,"2,772","2,682",90,3.2
CN4830700000000,48,307,"McCulloch County, TX",2018,"3,753","3,628",125,3.3
CN4830900000000,48,309,"McLennan County, TX",2018,"118,786","114,544","4,242",3.6
CN4831100000000,48,311,"McMullen County, TX",2018,740,726,14,1.9
CN4831300000000,48,313,"Madison County, TX",2018,"4,582","4,381",201,4.4
CN4831500000000,48,315,"Marion County, TX",2018,"4,260","4,065",195,4.6
CN4831700000000,48,317,"Martin County, TX",2018,"2,807","2,739",68,2.4
CN4831900000000,48,319,"Mason County, TX",2018,"1,779","1,724",55,3.1
CN4832100000000,48,321,"Matagorda County, TX",2018,"16,912","15,876","1,036",6.1
CN4832300000000,48,323,"Maverick County, TX",2018,"23,789","21,863","1,926",8.1
CN4832500000000,48,325,"Medina County, TX",2018,"21,595","20,849",746,3.5
CN4832700000000,48,327,"Menard County, TX",2018,841,807,34,4
CN4832900000000,48,329,"Midland County, TX",2018,"102,277","100,130","2,147",2.1
CN4833100000000,48,331,"Milam County, TX",2018,"9,904","9,360",544,5.5
CN4833300000000,48,333,"Mills County, TX",2018,"1,879","1,813",66,3.5
CN4833500000000,48,335,"Mitchell County, TX",2018,"2,338","2,235",103,4.4
CN4833700000000,48,337,"Montague County, TX",2018,"9,130","8,837",293,3.2
CN4833900000000,48,339,"Montgomery County, TX",2018,"275,152","264,818","10,334",3.8
CN4834100000000,48,341,"Moore County, TX",2018,"11,039","10,742",297,2.7
CN4834300000000,48,343,"Morris County, TX",2018,"4,749","4,437",312,6.6
CN4834500000000,48,345,"Motley County, TX",2018,467,450,17,3.6
CN4834700000000,48,347,"Nacogdoches County, TX",2018,"28,799","27,675","1,124",3.9
CN4834900000000,48,349,"Navarro County, TX",2018,"23,633","22,760",873,3.7
CN4835100000000,48,351,"Newton County, TX",2018,"5,283","4,932",351,6.6
CN4835300000000,48,353,"Nolan County, TX",2018,"6,718","6,496",222,3.3
CN4835500000000,48,355,"Nueces County, TX",2018,"168,149","160,300","7,849",4.7
CN4835700000000,48,357,"Ochiltree County, TX",2018,"4,487","4,360",127,2.8
CN4835900000000,48,359,"Oldham County, TX",2018,908,884,24,2.6
CN4836100000000,48,361,"Orange County, TX",2018,"37,295","35,158","2,137",5.7
CN4836300000000,48,363,"Palo Pinto County, TX",2018,"13,504","13,050",454,3.4
CN4836500000000,48,365,"Panola County, TX",2018,"10,684","10,233",451,4.2
CN4836700000000,48,367,"Parker County, TX",2018,"64,740","62,727","2,013",3.1
CN4836900000000,48,369,"Parmer County, TX",2018,"4,905","4,791",114,2.3
CN4837100000000,48,371,"Pecos County, TX",2018,"6,486","6,253",233,3.6
CN4837300000000,48,373,"Polk County, TX",2018,"17,894","16,994",900,5
CN4837500000000,48,375,"Potter County, TX",2018,"55,816","54,188","1,628",2.9
CN4837700000000,48,377,"Presidio County, TX",2018,"3,050","2,837",213,7
CN4837900000000,48,379,"Rains County, TX",2018,"5,903","5,698",205,3.5
CN4838100000000,48,381,"Randall County, TX",2018,"71,375","69,502","1,873",2.6
CN4838300000000,48,383,"Reagan County, TX",2018,"1,896","1,849",47,2.5
CN4838500000000,48,385,"Real County, TX",2018,"1,060","1,007",53,5
CN4838700000000,48,387,"Red River County, TX",2018,"5,094","4,817",277,5.4
CN4838900000000,48,389,"Reeves County, TX",2018,"9,126","8,933",193,2.1
CN4839100000000,48,391,"Refugio County, TX",2018,"3,160","3,012",148,4.7
CN4839300000000,48,393,"Roberts County, TX",2018,436,423,13,3
CN4839500000000,48,395,"Robertson County, TX",2018,"7,655","7,338",317,4.1
CN4839700000000,48,397,"Rockwall County, TX",2018,"50,192","48,576","1,616",3.2
CN4839900000000,48,399,"Runnels County, TX",2018,"4,628","4,483",145,3.1
CN4840100000000,48,401,"Rusk County, TX",2018,"22,296","21,383",913,4.1
CN4840300000000,48,403,"Sabine County, TX",2018,"3,568","3,287",281,7.9
CN4840500000000,48,405,"San Augustine County, TX",2018,"2,987","2,792",195,6.5
CN4840700000000,48,407,"San Jacinto County, TX",2018,"11,518","10,945",573,5
CN4840900000000,48,409,"San Patricio County, TX",2018,"30,351","28,435","1,916",6.3
CN4841100000000,48,411,"San Saba County, TX",2018,"2,521","2,445",76,3
CN4841300000000,48,413,"Schleicher County, TX",2018,"1,363","1,323",40,2.9
CN4841500000000,48,415,"Scurry County, TX",2018,"6,969","6,731",238,3.4
CN4841700000000,48,417,"Shackelford County, TX",2018,"1,978","1,932",46,2.3
CN4841900000000,48,419,"Shelby County, TX",2018,"11,089","10,609",480,4.3
CN4842100000000,48,421,"Sherman County, TX",2018,"1,336","1,300",36,2.7
CN4842300000000,48,423,"Smith County, TX",2018,"107,543","103,634","3,909",3.6
CN4842500000000,48,425,"Somervell County, TX",2018,"4,287","4,109",178,4.2
CN4842700000000,48,427,"Starr County, TX",2018,"25,217","22,669","2,548",10.1
CN4842900000000,48,429,"Stephens County, TX",2018,"3,987","3,842",145,3.6
CN4843100000000,48,431,"Sterling County, TX",2018,582,563,19,3.3
CN4843300000000,48,433,"Stonewall County, TX",2018,596,575,21,3.5
CN4843500000000,48,435,"Sutton County, TX",2018,"1,469","1,413",56,3.8
CN4843700000000,48,437,"Swisher County, TX",2018,"2,684","2,569",115,4.3
CN4843900000000,48,439,"Tarrant County, TX",2018,"1,062,733","1,025,619","37,114",3.5
CN4844100000000,48,441,"Taylor County, TX",2018,"65,309","63,237","2,072",3.2
CN4844300000000,48,443,"Terrell County, TX",2018,382,369,13,3.4
CN4844500000000,48,445,"Terry County, TX",2018,"5,228","5,013",215,4.1
CN4844700000000,48,447,"Throckmorton County, TX",2018,705,681,24,3.4
CN4844900000000,48,449,"Titus County, TX",2018,"12,947","12,295",652,5
CN4845100000000,48,451,"Tom Green County, TX",2018,"54,959","53,221","1,738",3.2
CN4845300000000,48,453,"Travis County, TX",2018,"721,786","701,382","20,404",2.8
CN4845500000000,48,455,"Trinity County, TX",2018,"5,346","5,071",275,5.1
CN4845700000000,48,457,"Tyler County, TX",2018,"7,009","6,547",462,6.6
CN4845900000000,48,459,"Upshur County, TX",2018,"17,841","17,095",746,4.2
CN4846100000000,48,461,"Upton County, TX",2018,"1,580","1,526",54,3.4
CN4846300000000,48,463,"Uvalde County, TX",2018,"11,506","11,011",495,4.3
CN4846500000000,48,465,"Val Verde County, TX",2018,"20,445","19,569",876,4.3
CN4846700000000,48,467,"Van Zandt County, TX",2018,"25,908","25,004",904,3.5
CN4846900000000,48,469,"Victoria County, TX",2018,"43,370","41,717","1,653",3.8
CN4847100000000,48,471,"Walker County, TX",2018,"23,970","22,961","1,009",4.2
CN4847300000000,48,473,"Waller County, TX",2018,"22,763","21,786",977,4.3
CN4847500000000,48,475,"Ward County, TX",2018,"6,678","6,506",172,2.6
CN4847700000000,48,477,"Washington County, TX",2018,"14,966","14,419",547,3.7
CN4847900000000,48,479,"Webb County, TX",2018,"116,573","112,190","4,383",3.8
CN4848100000000,48,481,"Wharton County, TX",2018,"21,416","20,620",796,3.7
CN4848300000000,48,483,"Wheeler County, TX",2018,"2,474","2,396",78,3.2
CN4848500000000,48,485,"Wichita County, TX",2018,"56,739","54,802","1,937",3.4
CN4848700000000,48,487,"Wilbarger County, TX",2018,"4,993","4,786",207,4.1
CN4848900000000,48,489,"Willacy County, TX",2018,"6,381","5,747",634,9.9
CN4849100000000,48,491,"Williamson County, TX",2018,"300,336","291,168","9,168",3.1
CN4849300000000,48,493,"Wilson County, TX",2018,"24,556","23,806",750,3.1
CN4849500000000,48,495,"Winkler County, TX",2018,"4,030","3,917",113,2.8
CN4849700000000,48,497,"Wise County, TX",2018,"30,816","29,753","1,063",3.4
CN4849900000000,48,499,"Wood County, TX",2018,"17,343","16,607",736,4.2
CN4850100000000,48,501,"Yoakum County, TX",2018,"3,736","3,630",106,2.8
CN4850300000000,48,503,"Young County, TX",2018,"8,187","7,922",265,3.2
CN4850500000000,48,505,"Zapata County, TX",2018,"5,376","5,077",299,5.6
CN4850700000000,48,507,"Zavala County, TX",2018,"3,593","3,250",343,9.5
CN4900100000000,49,1,"Beaver County, UT",2018,"3,014","2,908",106,3.5
CN4900300000000,49,3,"Box Elder County, UT",2018,"25,435","24,662",773,3
CN4900500000000,49,5,"Cache County, UT",2018,"63,262","61,563","1,699",2.7
CN4900700000000,49,7,"Carbon County, UT",2018,"8,477","8,092",385,4.5
CN4900900000000,49,9,"Daggett County, UT",2018,410,392,18,4.4
CN4901100000000,49,11,"Davis County, UT",2018,"170,592","165,587","5,005",2.9
CN4901300000000,49,13,"Duchesne County, UT",2018,"7,724","7,369",355,4.6
CN4901500000000,49,15,"Emery County, UT",2018,"4,342","4,134",208,4.8
CN4901700000000,49,17,"Garfield County, UT",2018,"2,789","2,572",217,7.8
CN4901900000000,49,19,"Grand County, UT",2018,"6,084","5,795",289,4.8
CN4902100000000,49,21,"Iron County, UT",2018,"22,815","22,001",814,3.6
CN4902300000000,49,23,"Juab County, UT",2018,"5,574","5,408",166,3
CN4902500000000,49,25,"Kane County, UT",2018,"3,798","3,676",122,3.2
CN4902700000000,49,27,"Millard County, UT",2018,"6,239","6,035",204,3.3
CN4902900000000,49,29,"Morgan County, UT",2018,"5,446","5,294",152,2.8
CN4903100000000,49,31,"Piute County, UT",2018,482,456,26,5.4
CN4903300000000,49,33,"Rich County, UT",2018,"1,176","1,137",39,3.3
CN4903500000000,49,35,"Salt Lake County, UT",2018,"620,909","602,123","18,786",3
CN4903700000000,49,37,"San Juan County, UT",2018,"5,755","5,396",359,6.2
CN4903900000000,49,39,"Sanpete County, UT",2018,"12,476","12,011",465,3.7
CN4904100000000,49,41,"Sevier County, UT",2018,"9,879","9,525",354,3.6
CN4904300000000,49,43,"Summit County, UT",2018,"24,320","23,581",739,3
CN4904500000000,49,45,"Tooele County, UT",2018,"32,612","31,486","1,126",3.5
CN4904700000000,49,47,"Uintah County, UT",2018,"13,595","12,954",641,4.7
CN4904900000000,49,49,"Utah County, UT",2018,"299,868","291,391","8,477",2.8
CN4905100000000,49,51,"Wasatch County, UT",2018,"15,108","14,633",475,3.1
CN4905300000000,49,53,"Washington County, UT",2018,"73,929","71,412","2,517",3.4
CN4905500000000,49,55,"Wayne County, UT",2018,"1,435","1,349",86,6
CN4905700000000,49,57,"Weber County, UT",2018,"124,592","120,217","4,375",3.5
CN5000100000000,50,1,"Addison County, VT",2018,"20,782","20,248",534,2.6
CN5000300000000,50,3,"Bennington County, VT",2018,"18,308","17,732",576,3.1
CN5000500000000,50,5,"Caledonia County, VT",2018,"14,770","14,289",481,3.3
CN5000700000000,50,7,"Chittenden County, VT",2018,"96,716","94,732","1,984",2.1
CN5000900000000,50,9,"Essex County, VT",2018,"2,698","2,600",98,3.6
CN5001100000000,50,11,"Franklin County, VT",2018,"27,610","26,913",697,2.5
CN5001300000000,50,13,"Grand Isle County, VT",2018,"4,054","3,925",129,3.2
CN5001500000000,50,15,"Lamoille County, VT",2018,"14,071","13,576",495,3.5
CN5001700000000,50,17,"Orange County, VT",2018,"15,980","15,554",426,2.7
CN5001900000000,50,19,"Orleans County, VT",2018,"13,612","13,008",604,4.4
CN5002100000000,50,21,"Rutland County, VT",2018,"31,142","30,167",975,3.1
CN5002300000000,50,23,"Washington County, VT",2018,"34,497","33,601",896,2.6
CN5002500000000,50,25,"Windham County, VT",2018,"22,643","21,997",646,2.9
CN5002700000000,50,27,"Windsor County, VT",2018,"29,178","28,496",682,2.3
CN5100100000000,51,1,"Accomack County, VA",2018,"16,762","16,123",639,3.8
CN5100300000000,51,3,"Albemarle County, VA",2018,"55,903","54,408","1,495",2.7
CN5100500000000,51,5,"Alleghany County, VA",2018,"6,948","6,687",261,3.8
CN5100700000000,51,7,"Amelia County, VA",2018,"6,240","6,039",201,3.2
CN5100900000000,51,9,"Amherst County, VA",2018,"14,984","14,496",488,3.3
CN5101100000000,51,11,"Appomattox County, VA",2018,"7,083","6,825",258,3.6
CN5101300000000,51,13,"Arlington County, VA",2018,"151,720","148,692","3,028",2
CN5101500000000,51,15,"Augusta County, VA",2018,"36,922","35,929",993,2.7
CN5101700000000,51,17,"Bath County, VA",2018,"2,502","2,439",63,2.5
CN5101900000000,51,19,"Bedford County, VA",2018,"38,097","36,934","1,163",3.1
CN5102100000000,51,21,"Bland County, VA",2018,"2,834","2,744",90,3.2
CN5102300000000,51,23,"Botetourt County, VA",2018,"17,222","16,758",464,2.7
CN5102500000000,51,25,"Brunswick County, VA",2018,"5,990","5,698",292,4.9
CN5102700000000,51,27,"Buchanan County, VA",2018,"6,952","6,572",380,5.5
CN5102900000000,51,29,"Buckingham County, VA",2018,"6,357","6,077",280,4.4
CN5103100000000,51,31,"Campbell County, VA",2018,"26,036","25,165",871,3.3
CN5103300000000,51,33,"Caroline County, VA",2018,"15,067","14,547",520,3.5
CN5103500000000,51,35,"Carroll County, VA",2018,"13,341","12,863",478,3.6
CN5103600000000,51,36,"Charles City County, VA",2018,"3,692","3,547",145,3.9
CN5103700000000,51,37,"Charlotte County, VA",2018,"5,225","5,034",191,3.7
CN5104100000000,51,41,"Chesterfield County, VA",2018,"184,434","179,055","5,379",2.9
CN5104300000000,51,43,"Clarke County, VA",2018,"7,545","7,329",216,2.9
CN5104500000000,51,45,"Craig County, VA",2018,"2,286","2,205",81,3.5
CN5104700000000,51,47,"Culpeper County, VA",2018,"24,178","23,490",688,2.8
CN5104900000000,51,49,"Cumberland County, VA",2018,"4,636","4,485",151,3.3
CN5105100000000,51,51,"Dickenson County, VA",2018,"4,495","4,261",234,5.2
CN5105300000000,51,53,"Dinwiddie County, VA",2018,"13,470","12,997",473,3.5
CN5105700000000,51,57,"Essex County, VA",2018,"5,493","5,281",212,3.9
CN5105900000000,51,59,"Fairfax County, VA",2018,"630,229","614,909","15,320",2.4
CN5106100000000,51,61,"Fauquier County, VA",2018,"36,319","35,375",944,2.6
CN5106300000000,51,63,"Floyd County, VA",2018,"8,105","7,884",221,2.7
CN5106500000000,51,65,"Fluvanna County, VA",2018,"13,553","13,214",339,2.5
CN5106700000000,51,67,"Franklin County, VA",2018,"26,271","25,464",807,3.1
CN5106900000000,51,69,"Frederick County, VA",2018,"46,803","45,591","1,212",2.6
CN5107100000000,51,71,"Giles County, VA",2018,"7,845","7,584",261,3.3
CN5107300000000,51,73,"Gloucester County, VA",2018,"19,445","18,924",521,2.7
CN5107500000000,51,75,"Goochland County, VA",2018,"10,913","10,590",323,3
CN5107700000000,51,77,"Grayson County, VA",2018,"7,643","7,409",234,3.1
CN5107900000000,51,79,"Greene County, VA",2018,"10,261","10,003",258,2.5
CN5108100000000,51,81,"Greensville County, VA",2018,"4,388","4,227",161,3.7
CN5108300000000,51,83,"Halifax County, VA",2018,"15,201","14,578",623,4.1
CN5108500000000,51,85,"Hanover County, VA",2018,"58,367","56,844","1,523",2.6
CN5108700000000,51,87,"Henrico County, VA",2018,"180,933","175,546","5,387",3
CN5108900000000,51,89,"Henry County, VA",2018,"23,565","22,682",883,3.7
CN5109100000000,51,91,"Highland County, VA",2018,"1,253","1,219",34,2.7
CN5109300000000,51,93,"Isle of Wight County, VA",2018,"19,135","18,567",568,3
CN5109500000000,51,95,"James City County, VA",2018,"36,069","35,023","1,046",2.9
CN5109700000000,51,97,"King and Queen County, VA",2018,"3,849","3,732",117,3
CN5109900000000,51,99,"King George County, VA",2018,"13,155","12,768",387,2.9
CN5110100000000,51,101,"King William County, VA",2018,"9,004","8,741",263,2.9
CN5110300000000,51,103,"Lancaster County, VA",2018,"5,291","5,061",230,4.3
CN5110500000000,51,105,"Lee County, VA",2018,"8,322","7,980",342,4.1
CN5110700000000,51,107,"Loudoun County, VA",2018,"216,433","211,128","5,305",2.5
CN5110900000000,51,109,"Louisa County, VA",2018,"19,660","19,121",539,2.7
CN5111100000000,51,111,"Lunenburg County, VA",2018,"5,340","5,167",173,3.2
CN5111300000000,51,113,"Madison County, VA",2018,"7,261","7,086",175,2.4
CN5111500000000,51,115,"Mathews County, VA",2018,"4,111","3,987",124,3
CN5111700000000,51,117,"Mecklenburg County, VA",2018,"12,636","12,121",515,4.1
CN5111900000000,51,119,"Middlesex County, VA",2018,"5,258","5,119",139,2.6
CN5112100000000,51,121,"Montgomery County, VA",2018,"49,715","48,262","1,453",2.9
CN5112500000000,51,125,"Nelson County, VA",2018,"7,399","7,173",226,3.1
CN5112700000000,51,127,"New Kent County, VA",2018,"12,070","11,741",329,2.7
CN5113100000000,51,131,"Northampton County, VA",2018,"5,382","5,091",291,5.4
CN5113300000000,51,133,"Northumberland County, VA",2018,"5,556","5,309",247,4.4
CN5113500000000,51,135,"Nottoway County, VA",2018,"7,226","7,004",222,3.1
CN5113700000000,51,137,"Orange County, VA",2018,"16,967","16,459",508,3
CN5113900000000,51,139,"Page County, VA",2018,"11,849","11,357",492,4.2
CN5114100000000,51,141,"Patrick County, VA",2018,"7,438","7,151",287,3.9
CN5114300000000,51,143,"Pittsylvania County, VA",2018,"30,546","29,461","1,085",3.6
CN5114500000000,51,145,"Powhatan County, VA",2018,"13,821","13,447",374,2.7
CN5114700000000,51,147,"Prince Edward County, VA",2018,"10,330","9,936",394,3.8
CN5114900000000,51,149,"Prince George County, VA",2018,"14,955","14,414",541,3.6
CN5115300000000,51,153,"Prince William County, VA",2018,"241,651","235,070","6,581",2.7
CN5115500000000,51,155,"Pulaski County, VA",2018,"16,055","15,500",555,3.5
CN5115700000000,51,157,"Rappahannock County, VA",2018,"3,701","3,600",101,2.7
CN5115900000000,51,159,"Richmond County, VA",2018,"4,040","3,916",124,3.1
